Teks,Bab,Pasal,Ayat,Poin,Penjelasan
(2d) Ketentuan lebih lanjut mengenai besarnya tarif sebagaimana dimaksud pada ayat (2c) diatur dengan Peraturan Pemerintah. ,IV,17,2d,,Bukan
(2e) Ketentuan lebih lanjut mengenai persyaratan tertentu sebagaimana dimaksud pada ayat (2b) huruf c diatur dengan atau berdasarkan Peraturan Pemerintah. ,IV,17,2e,,Bukan
(3) Besarnya lapisan Penghasilan Kena Pajak sebagaimana dimaksud pada ayat (1) huruf a dapat diubah dengan Peraturan Menteri Keuangan. ,IV,17,3,,Bukan
"(4) Untuk keperluan penerapan tarif pajak sebagaimana dimaksud pada ayat (1), jumlah Penghasilan Kena Pajak dibulatkan ke bawah dalam ribuan rupiah penuh. ",IV,17,4,,Bukan
"(5) Besarnya pajak yang terutang bagi Wajib Pajak orang pribadi dalam negeri yang terutang pajak dalam bagian tahun pajak sebagaimana dimaksud dalam Pasal 16 ayat (4), dihitung sebanyak jumlah hari dalam bagian tahun pajak tersebut dibagi 360 (tiga ratus enam puluh) dikalikan dengan pajak yang terutang untuk 1 (satu) tahun pajak. ",IV,17,5,,Bukan
"(6) Untuk keperluan penghitungan pajak sebagaimana dimaksud pada ayat (5), tiap bulan yang penuh dihitung 30 (tiga puluh) hari.TaxBase 6.0 Document - Page : 40(7) Dengan Peraturan Pemerintah dapat ditetapkan tarif pajak tersendiri atas penghasilan sebagaimana dimaksud dalam Pasal 4 ayat (2), sepanjang tidak melebihi tarif pajak tertinggi sebagaimana tersebut pada ayat (1). ",IV,17,6,,Bukan
Ayat (1) ,IV,17,6,,Ya
"Huruf a Contoh penghitungan pajak yang terutang untuk Wajib Pajak orang pribadi: Jumlah Penghasilan Kena Pajak Rp6.000.0 00.00 0,00 (enam miliar rupiah). Pajak Penghasilan yang terutang : 5% x Rp  6 0.000.000,00 =Rp         3 .000.000,00 15% x Rp19 0.000.000,00 =Rp       28 .500.000,00 25% x Rp250.000.000,00 =Rp      62.500.000,00 30% x Rp4.5 00.000.000,00 =Rp1.350.000.000,00 35% x Rp1.000.000.000,00   =Rp   350.000.000,00 (+) Rp1.794 .000.000,00 ",IV,17,6,u,Bukan
"Huruf b Contoh penghitungan pajak yang terutang untuk Wajib Pajak badan dalam negeri dan bentuk usaha tetap : Penghasilan Kena Pajak PT A pada tahun pajak 2022 sebesar Rp1.500.00 0.000,00 (satu miliar lima ratus juta rupiah). Pajak Penghasilan yang terutang untuk tahun pajak 2022: 22% x Rp1.50 0.000.000,00 = Rp33 0.000.000,00 Ayat (2) Perubahan tarif akan diberlakukan secara nasional dimulai per 1 Januari, diumumkan selambat-lambatnya 1 (satu) bulan sebelum tarif baru itu berlaku efektif. Ayat (2a) Dihapus Ayat (2b) Cukup jelas . Ayat (2c) Cukup jelas . Ayat (2d) Cukup jelas . Ayat (2e) Cukup jelas . Ayat (3) Besarnya lapisan Penghasilan Kena Pajak sebagaimana dimaksud pada ayat (1) huruf a tersebut akan disesuaikan dengan faktor penyesuaian, antara lain tingkat inflasi, yang ditetapkan dengan Keputusan Menteri Keuangan . Ayat (4) Contoh: Penghasilan Kena Pajak sebesar Rp5.050.900,00 untuk penerapan tarif dibulatkan ke bawah menjadi Rp5.050.000,00 . Ayat (5) Cukup jelas .TaxBase 6.0 Document - Page : 41Ayat (6) Contoh : Penghasilan Kena Pajak setahun (dihitung sesuai dengan ketentuan dalam Pasal 16 ayat (4)): Rp584.160.000,00 Pajak Penghasilan setahun: 5% x Rp  60.000.000,00 =Rp    3 .000.000,00 15% x Rp19 0.000.000,00 =Rp  28 .500.000,00 25% x Rp250.000.000,00 =Rp  62.500.000,00 30% x Rp  84.160.000,00 =Rp  25.248.000,00  (+) Rp119.248.000,00 Pajak Penghasilan yang terutang dalam bagian tahun pajak (3 bulan) ((3 x 30) : 360) x Rp119.248.000,00 = Rp29 .812.000,00 Ayat (7) Ketentuan pada ayat ini memberi wewenang kepada Pemerintah untuk menentukan tarif pajak tersendiri yang dapat bersifat final atas jenis penghasilan tertentu sebagaimana dimaksud dalam Pasal 4 ayat (2), sepanjang tidak lebih tinggi dari tarif pajak tertinggi sebagaimana dimaksud pada ayat (1). Penentuan tarif pajak tersendiri tersebut didasarkan atas pertimbangan kesederhanaan, keadilan, dan pemerataan dalam pengenaan pajak. ",IV,17,6,u,Bukan
(1) Menteri Keuangan berwenang mengatur batasan jumlah biaya pinjaman yang dapat dibebankan untuk keperluan penghitungan pajak berdasarkan UndangUndang ini. ,IV,18,1,,Bukan
"(2) Menteri Keuangan berwenang menetapkan saat diperolehnya dividen oleh Wajib Pajak dalam negeri atas penyertaan modal pada badan usaha di luar negeri selain badan usaha yang menjual sahamnya di bursa efek, dengan ketentuan sebagai berikut : ",IV,18,2,,Bukan
a.besarnya penyertaan modal Wajib Pajak dalam negeri tersebut paling rendah 50% (lima puluh persen) dari jumlah saham yang disetor; atau ,IV,18,2,a,Bukan
b.secara bersama-sama dengan Wajib Pajak dalam negeri lainnya memiliki penyertaan modal paling rendah 50% (lima puluh persen) dari jumlah saham yang disetor. ,IV,18,2,b,Bukan
"(3) Direktur Jenderal Pajak berwenang untuk menentukan kembali besarnya penghasilan dan pengurangan serta menentukan utang sebagai modal untuk menghitung besarnya Penghasilan Kena Pajak bagi Wajib Pajak yang mempunyai hubungan istimewa dengan Wajib Pajak lainnya sesuai dengan kewajaran dan kelaziman usaha yang tidak dipengaruhi oleh hubungan istimewa dengan menggunakan metode perbandingan harga antara pihak yang independen, metode harga penjualan kembali, metode biaya-plus, atau metode lainnya. ",IV,18,3,,Bukan
"(3a) Direktur Jenderal Pajak berwenang melakukan perjanjian dengan Wajib Pajak dan bekerja sama dengan pihak otoritas pajak negara lain untuk menentukan harga transaksi antar pihak-pihak yang mempunyai hubungan istimewa sebagaimana dimaksud dalam ayat (4), yang berlaku selama suatu periode tertentu dan mengawasi pelaksanaannya serta melakukan renegosiasi setelah periode tertentu tersebut berakhir. ",IV,18,3a,,Bukan
"(3b) Wajib Pajak yang melakukan pembelian saham atau aktiva perusahaan melalui pihak lain atau badan yang dibentuk untuk maksud demikian ( special purpose company ), dapat ditetapkan sebagai pihak yang sebenarnya melakukan pembelian tersebut sepanjang Wajib Pajak yang bersangkutan mempunyai hubungan istimewa dengan pihak lain atau badan tersebut dan terdapat ketidakwajaran penetapan harga. ",IV,18,3b,,Bukan
(3c) Penjualan atau pengalihan saham perusahaan antara ( conduit company  atau s pecial purpose company ) yang didirikan atau bertempat kedudukan di negara yang memberikan perlindungan pajak (tax haven country ) yang mempunyai hubungan istimewa dengan badan yang didirikan atau bertempat kedudukan di Indonesia atau bentuk usaha tetap di Indonesia dapat ditetapkan sebagai penjualan atau pengalihan saham badan yang didirikan atau bertempat kedudukan di Indonesia atau bentuk usaha tetap di Indonesia. ,IV,18,3c,,Bukan
"(3d) Besarnya penghasilan yang diperoleh Wajib Pajak orang pribadi dalam negeri dari pemberi kerja yang memiliki hubungan istimewa dengan perusahaan lain yang tidak didirikan dan tidak bertempat kedudukan di Indonesia dapat ditentukan kembali, dalam hal pemberi kerja mengalihkan seluruhTaxBase 6.0 Document - Page : 42atau sebagian penghasilan Wajib Pajak orang pribadi dalam negeri tersebut ke dalam bentuk biaya atau pengeluaran lainnya yang dibayarkan kepada perusahaan yang tidak didirikan dan tidak bertempat kedudukan di Indonesia tersebut. ",IV,18,3d,,Bukan
(3e) Dihapus. ,IV,18,3e,,Bukan
"(4) Hubungan istimewa sebagaimana dimaksud pada ayat (3) sampai dengan ayat (3d), Pasal 9 ayat (1) huruf f, dan Pasal 10 ayat (1) dianggap ada apabila : ",IV,18,4,,Bukan
a.Wajib Pajak mempunyai penyertaan modal langsung atau tidak langsung paling rendah 25% (dua puluh lima persen) pada Wajib Pajak lain; hubungan antara Wajib Pajak dengan penyertaan paling rendah 25% (dua puluh lima persen) pada dua Wajib Pajak atau lebih; atau hubungan di antara dua Wajib Pajak atau lebih yang disebut terakhir; ,IV,18,4,a,Bukan
b.Wajib Pajak menguasai Wajib Pajak lainnya atau dua atau lebih Wajib Pajak berada di bawah penguasaan yang sama baik langsung maupun tidak langsung; atau ,IV,18,4,b,Bukan
c.terdapat hubungan keluarga baik sedarah maupun semenda dalam garis keturunan lurus dan/atau ke samping satu derajat. ,IV,18,4,c,Bukan
(5) Dihapus. ,IV,18,5,,Bukan
"Pemerintah berwenang mencegah praktik penghindaran pajak sebagai upaya yang dilakukan Wajib Pajak untuk mengurangi, menghindari, atau menunda pembayaran pajak yang seharusnya terutang yang bertentangan dengan maksud dan tujuan ketentuan peraturan perundang -undangan di bidang perpajakan. Salah satu cara penghindaran pajak adalah dengan melakukan transaksi yang tidak sesuai dengan keadaan yang sebenarnya yang bertentangan dengan prinsip substance ouer form, yaitu pengakuan substansi ekonomi di atas bentuk formalnya. Ayat (1) Dalam menentukan batasan jumlah biaya pinjaman yang dapat dibebankan untuk tujuan perpajakan digunakan metode yang lazirrr diterapkan di dunia internasional, misalnya melalui metode penentuan tingkat perbandingan tertentu yang wajar mengenai besarnya perbandingan antara utang dan modal (debt to equity ratiol, melalui persentase tertentu dari biaya pinjaman dibandingkan dengan pendapatan usaha sebelum dikurangi biaya pinjaman, pajak, depresiasi dan amortisasi parnings before interest, tasces, depreciation, and amortizationl atau melalui metode lainnya. Ayat (2) Dengan makin berkembangnya ekonomi dan perdagangan internasional sejalan dengan era globalisasi dapat terjadi bahwa Wajib Pajak dalam negeri menanamkan modalnya di luar negeri. Untuk mengurangi kemungkinan penghindaran pajak, terhadap penanaman modal di luar negeri selain pada badan usaha yang menjual sahamnya di bursa efek, Menteri Keuangan berwenang untuk menentukan saat diperolehnya dividen . Contoh: PT A dan PT B masing-masing memiliki saham sebesar 40% (empat puluh persen) dan 20% (dua puluh persen) pada X Ltd. yang bertempat kedudukan di negara Q. Saham X Ltd. tersebut tidak diperdagangkan di bursa efek. Dalam tahun 2009 X Ltd. memperoleh laba setelah pajak sejumlah Rp1.000.000.000,00 (satu miliar rupiah) . Dalam hal demikian, Menteri Keuangan berwenang menetapkan saat diperolehnya dividen dan dasar penghitungannya . Ayat (3) Ketentuan ini dimaksudkan untuk mencegah terjadinya penghindaran pajak yang dapat terjadi karena adanya hubungan istimewa. Wajib Pajak melakukan penghindaran pajak dengan cara, antara lain melaporkan penghasilan kurang dari semestinya, melaporkan biaya melebihi dari semestinya, melaporkan laba usaha yang terlalu kecil dibandingkan kinerja keuangan Wajib Pajak lainnya dalam bidang usaha yang sejenis, atau melaporkan rugi usaha secara tidak wajar meskipun Wajib Pajak telah melakukan penjualan secara komersial selama 5 (lima) tahun. Dalam hal demikian, Direktur Jenderal Pajak berwenang menentukan kembali besarnya penghasilan dan/atau biaya sesuai dengan prinsip kewajaran dan kelazirnan usaha yang tidak dipengaruhi oleh hubungan istimewa.TaxBase 6.0 Document - Page : 43Yang dimaksud dengan ""prinsip kewajaran dan kelaziman usaha"" adalah prinsip di dalam praktik bisnis yang sehat sebagaimana berlaku di antara pihak-pihak yang tidak memiliki dan/atau dipengaruhi hubungan istimewa. Dalam menentukan kembali besarnya penghasilan dan/atau pengurangan untuk menghitung besarnya Penghasilan Kena Pajak dapat digunakan: ",IV,18,5,,Ya
a.metode perbandingan harga antarpihak yang independen (comparable uncontrolled price method ) ; ,IV,18,5,a,Bukan
b.metode harga penjualan kembali (resale price method); ,IV,18,5,b,Bukan
c.metode biaya-plus (cost-plus method); atau ,IV,18,5,c,Bukan
"d.metode lainnya, seperti: 1.metode pembagian laba profit split methodl; 2.metode laba bersih transaksional (transactional net margin methodl; 3.metode perbandingan transaksi independen (comparable uncontrolled transaction method); 4.metode dalam penilaian harta berwujud dan/atau harta tidak berwujud (tangible asset and intangible asset valuation); dan 5.metode dalam penilaian bisnis (business valuation). Terhadap Wajib Pajak yang melaporkan laba usaha yang terlalu kecil dibandingkan kinerja keuangan Wajib Pajak lainnya dalam bidang usaha yang sejenis atau melaporkan rugi usaha secara tidak wajar meskipun Wajib Pajak telah melakukan penjualan secara komersial selama 5 (lima) tahun, dapat diterapkan pembandingan kinerja keuangan dengan Wajib Pajak dalam kegiatan usaha yang sejenis (benchmarking) dalam rangka penghitungan pajak yang seharusnya terutang. Demikian pula kemungkinan terdapat penyertaan modal secara terselubung, dengan menyatakan penyertaan modal tersebut sebagai utang maka Direktur Jenderal Pajak berwenang untuk menentukan utang tersebut sebagai modal perusahaan. Penentuan tersebut dapat dilakukan, misalnya melalui indikasi mengenai perbandingan antara modal dan utang yang lazim terjadi di antara para pihak yang tidak dipengaruhi oleh hubungan istimewa atau berdasarkan data atau indikasi lainnya. Dengan demikian, bunga yang dibayarkan oleh Wajib Pajak sehubungan dengan utang yang dianggap sebagai penyertaan modal itu tidak diperbolehkan untuk dikurangkan dalam menghitung penghasilan kena pajak Wajib Pajak. Sementara itu, bagi pihak yang memiliki hubungan istimewa dengan Wajib Pajak yang menerima atau memperoleh pembayaran bunga tersebut dianggap sebagai dividen yang dikenai pajak. Untuk selisih antara nilai transaksi yang dipengaruhi hubungan istimewa yang tidak sesuai dengan kewajaran dan kelaziman usaha dengan nilai transaksi yang dipengaruhi hubungan istimewa yang sesuai dengan kewajaran dan kelaziman usaha juga dianggap sebagai dividen yang dikenai pajak penghasilan sesuai dengan ketentuan peraturan perundang-undangan di bidang perpajakan. Ayat (3a) Kesepakatan harga transfer (Advance Pricing Agreement/APA) adalah kesepakatan antara Wajib Pajak dan Direktur Jenderal Pajak mengenai harga jual wajar produk yang dihasilkannya kepada pihak-pihak yang mempunyai hubungan istimewa (related parties) dengannya. Tujuan diadakannya APA adalah untuk mengurangi terjadinya praktik penyalahgunaan transfer pricing oleh perusahaan multi nasional. Persetujuan antara Wajib Pajak dan Direktur Jenderal Pajak tersebut dapat mencakup beberapa hal, antara lain harga jual produk yang dihasilkan, dan jumlah royalti dan lain-lain, tergantung pada kesepakatan. Keuntungan dari APA selain memberikan kepastian hukum dan kemudahan penghitungan pajak, fiskus tidak perlu melakukan koreksi atas harga jual dan keuntungan produk yang dijual Wajib Pajak kepada perusahaan dalam grup yang sama. APA dapat bersifat unilateral, yaitu merupakan kesepakatan antara Direktur Jenderal Pajak dengan Wajib Pajak atau bilateral, yaitu kesepakatan Direktur Jenderal Pajak dengan otoritas perpajakan negara lain yang menyangkut Wajib Pajak yang berada di wilayah yurisdiksinya. Ayat (3b)TaxBase 6.0 Document - Page : 44Ketentuan ini dimaksudkan untuk mencegah penghindaran pajak oleh Wajib Pajak yang melakukan pembelian saham/penyertaan pada suatu perusahaan Wajib Pajak dalam negeri melalui perusahaan luar negeri yang didirikan khusus untuk tujuan tersebut (special purpose company). Ayat (3c) Contoh: X Ltd. yang didirikan dan berkedudukan di negara A, sebuah negara yang memberikan perlindungan pajak (tax haven country), memiliki 95% (sembilan puluh lima persen) saham PT X yang didirikan dan bertempat kedudukan di Indonesia. X Ltd. ini adalah suatu perusahaan antara (conduit company) yang didirikan dan dimiliki sepenuhnya oleh Y Co., sebuah perusahaan di negara B, dengan tujuan sebagai perusahaan antara dalam kepemilikannya atas mayoritas saham PT X. Apabila Y Co. menjual seluruh kepemilikannya atas saham X Ltd. kepada PT Z yang merupakan Wajib Pajak dalam negeri, secara legal formal transaksi di atas merupakan pengalihan saham perusahaan luar negeri oleh Wajib Pajak luar negeri. Namun, pada hakikatnya transaksi ini merupakan pengalihan kepemilikan (saham) perseroan Wajib Pajak dalam negeri oleh Wajib Pajak luar negeri sehingga atas penghasilan dari pengalihan ini terutang Pajak Penghasilan. Ayat (3d) Cukup jelas. Ayat (3e) Dihapus. Ayat (4) Hubungan istimewa di antara Wajib Pajak dapat terjadi karena ketergantungan atau keterikatan satu dengan yang lain yang disebabkan : ",IV,18,5,d,Bukan
a.kepemilikan atau penyertaan modal; atau ,IV,18,5,a,Bukan
"b.adanya penguasaan melalui manajemen atau penggunaan teknologi. Selain karena hal-hal tersebut, hubungan istimewa di antara Wajib Pajak orang pribadi dapat pula terjadi karena adanya hubungan darah atau perkawinan . ",IV,18,5,b,Bukan
"Huruf a Hubungan istimewa dianggap ada apabila terdapat hubungan kepemilikan yang berupa penyertaan modal sebesar 25% (dua puluh lima persen) atau lebih secara langsung ataupun tidak langsung. Misalnya, PT A mempunyai 50% (lima puluh persen) saham PT B. Pemilikan saham oleh PT A merupakan penyertaan langsung. Selanjutnya, apabila PT B mempunyai 50% (lima puluh persen) saham PT C, PT A sebagai pemegang saham PT B secara tidak langsung mempunyai penyertaan pada PT C sebesar 25% (dua puluh lima persen). Dalam hal demikian, antara PT A, PT B, dan PT C dianggap terdapat hubungan istimewa. Apabila PT A juga memiliki 25% (dua puluh lima persen) saham PT D, antara PT B, PT C, dan PT D dianggap terdapat hubungan istimewa. Hubungan kepemilikan seperti di atas dapat juga terjadi antara orang pribadi dan badan . ",IV,18,5,u,Bukan
Huruf b Hubungan istimewa di antara Wajib Pajak dapat juga terjadi karena penguasaan melalui manajemen atau penggunaan teknologi walaupun tidak terdapat hubungan kepemilikan. Hubungan istimewa dianggap ada apabila satu atau lebih perusahaan berada di bawah penguasaan yang sama. Demikian juga hubungan di antara beberapa perusahaan yang berada dalam penguasaan yang sama tersebut . ,IV,18,5,u,Bukan
"Huruf c Yang dimaksud dengan “hubungan keluarga sedarah dalam garis keturunan lurus satu derajat” adalah ayah, ibu, dan anak, sedangkan “hubungan keluarga sedarah dalam garis keturunan ke samping satu derajat” adalah saudara.TaxBase 6.0 Document - Page : 45Yang dimaksud dengan “keluarga semenda dalam garis keturunan lurus satu derajat” adalah mertua dan anak tiri, sedangkan “hubungan keluarga semenda dalam garis keturunan ke samping satu derajat” adalah ipar . Ayat (5) Dihapus ",IV,18,5,u,Bukan
